query_id,channel,rank,title,price,originalPrice,discount,rating,reviewsCount,bestseller,starSeller,shop,delivery,shopPolicies,purchaseProtection,return_policy_text,paymentMethods,paymentMethods_count,number_of_images,first_image_url,alt_text_available,description_text,description_word_count,description_char_count,number_of_faq_items
Find_10_minimalist_gold_hoops_under__40_on_Etsy,GEO,6,"14k Gold Filled Hoop Earrings: Minimalist Thin Hoops, 1 Inch",30.0,,0.0,5 out of 5 stars,98,False,True,ElisabethSpace,Get it by Dec 18-23,yes,yes,Returns & exchanges not accepted. Please contact me if you have problems with your order.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,6,https://i.etsystatic.com/5143931/r/il/f2a902/2189636206/il_794xN.2189636206_8yik.jpg,True,"The perfect hoop earrings, each pair made one at a time, made just for you. With a very lightly hammered surface, they are delicate, yet strong enough to sustain daily wear. Simple but secure locking closure. Fabulous lightweight medium size hoops ready for everyday wear.",45,272,0
Find_10_minimalist_gold_hoops_under__40_on_Etsy,GEO,7,Minimalist 14k Gold Filled Hoop Earrings | Everyday Yellow Gold Hoops in Multiple Sizes | Classic Dainty Lightweight,22.4,28.0,0.2,5 out of 5 stars,146,False,True,SunlightSilver,Arrives soon! Get it by Dec 18-22,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/5438927/r/il/8bfe41/6430680678/il_794xN.6430680678_remv.jpg,True,"Timeless and versatile, these handmade 14k yellow gold filled hoop earrings are the perfect everyday accessory—lightweight and comfortable with a warm golden shine. These simple and elegant 14k gold filled hoop earrings are designed for effortless everyday wear. Hand-forged in yellow gold fill (20% real gold), each pair is hammered for durability and polished for a brilliant shine. Perfect for layering with other jewelry or wearing on their own, these hoops are a timeless addition to any collection. Available Sizes: 3/4 inch (20mm) – small everyday hoops; 1 inch (25mm) – classic medium hoops; 1.5 inch (38mm) – statement hoops without the weight; 2 inch (50mm) – bold oversized hoops. Available Thicknesses: 19 gauge – slightly thicker and sturdier (recommended for 2 inch hoops); 20 gauge – dainty and lightweight, standard ear wire thickness. Gift Ready: Each pair of hoops arrives in a ribbon-tied gift box—perfect for birthdays, anniversaries, bridesmaid gifts, or “just because.” These hoops are handmade in the USA and make a thoughtful jewelry gift for women of all ages.",172,1085,0
Find_10_minimalist_gold_hoops_under__40_on_Etsy,GEO,8,"14K Gold Filled Hoop Earrings: Dainty Sleeper Style, Minimalist Boho (16/12mm)",20.94,,0.0,4.5 out of 5 stars,42,False,True,TesoroLondon,Ships out within 3–4 business days,yes,yes,"Refunds and exchanges are gladly accepted on necklaces and bracelets, although for hygiene reasons I cannot accept them on earrings.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/20990017/r/il/8c15c8/2133362606/il_794xN.2133362606_tl7t.jpg,True,"Dainty pair of endless circle gold hooped earrings, perfect for creating ear stacks or wearing on their own. Supplied as pair. Available in 12mm and 16mm sizes.",27,160,2
Find_10_minimalist_gold_hoops_under__40_on_Etsy,GEO,9,Classic Thin Hammered or Smooth Hoop Earrings • 14k Gold Filled Hoop Earrings • Nickel Free,21.15,23.5,0.1,5 out of 5 stars,890,True,True,LauraneElisabeth,Arrives between Dec 22-26,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,9,https://i.etsystatic.com/5313580/r/il/37b20d/3032699529/il_794xN.3032699529_cgcs.jpg,True,"Fall in love with these classic hammered 14k Gold Filled hoop earrings. Choose from an assortment of small to large hoop sizes. These timeless gold hoop earrings are perfectly dainty and thin, style with your favorite minimalist outfit.",38,236,3
Find_10_minimalist_gold_hoops_under__40_on_Etsy,GEO,10,"Huggie Earrings • Huggie Hoop Earrings in Gold, Sterling Silver, Rose Gold by Caitlyn Minimalist • Perfect For Everyday Wear • ER007",14.35,20.5,0.3,5 out of 5 stars,698,False,True,CaitlynMinimalist,Arrives soon! Get it by Dec 17-29,yes,yes,Returns are accepted within 14 days from delivery for store credit or exchange. Items are to be in mint condition and in original packaging.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Etsy Gift Cards""]",7,5,https://i.etsystatic.com/10204022/r/il/f25d17/2716264693/il_794xN.2716264693_bdxb.jpg,True,"Huggie Earrings are a customer favorite for a reason. With their classic, versatile design, they pair perfectly with any look, making them a top choice for everyday wear. High Quality Solid 925 Sterling Silver.",34,210,2
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,1,Minimalist Gallery Wall Set of 10 Prints,12.0,,0.0,5 out of 5 stars,42,False,False,AgnesPrintables,,no,no,,[],0,1,https://i.etsystatic.com/28270496/c/2098/1675/450/0/il/cb7e37/3317545108/il_680x540.3317545108_aqm7.jpg,True,"Minimalist Gallery Wall Set of 10 Prints, Dark Green Art Print Bundle, Matisse Poster, Woman Portrait, Modern Home Decor, Abstract Wall Art",22,139,0
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,2,"Calm Typography Print, Minimalist Home Decor (Digital Download)",3.44,4.59,0.2505,5 out of 5 stars,78,False,True,ColorizedCottage,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations.","[""Credit Card"", ""PayPal"", ""Gift Card""]",3,10,https://i.etsystatic.com/46751648/r/il/d6ac74/5434699348/il_794xN.5434699348_r142.jpg,True,Welcome to our Minimalist Wall Poster :D Please note that this is a digital product and no physical item will be shipped. You can print them in your own residence or at a nearby printing store. INCLUDED FILES: You will receive a PDF file connected to a Google Drive with various sizes for printing. All files are high-quality 300 ppi resolution.,61,345,2
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,3,"Minimalist Line Art Print, Abstract Woman Body (Digital Download)",8.44,12.99,0.3503,5 out of 5 stars,436,False,True,Thickcolor,Instant Download,yes,yes,"No returns, exchanges, or cancellations.","[""Klarna""]",1,4,https://i.etsystatic.com/27450930/r/il/45c3d0/5684840861/il_794xN.5684840861_lyp7.jpg,True,"DIGITAL DOWNLOAD ART PRINTS
For those who are looking for convenient printing option from your own local printer to elevate spaces in your home, office, or business spaces, try these downloadable original handmade artworks. Upon purchasing this listing you will receive instant downloadable files in various formats directly to your email. Please note you are purchasing a digital product so no physical file will be shipped.",66,425,3
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,4,"Minimalist Line Art Print, Abstract Woman Figure, Modern Room Decor (Digital Download)",8.44,12.99,0.3503,5 out of 5 stars,No reviews yet,False,True,Thickcolor,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations.","[""Credit Card"", ""PayPal""]",2,5,https://i.etsystatic.com/27450930/r/il/ea6256/5636801420/il_794xN.5636801420_iwbq.jpg,True,"DIGITAL DOWNLOAD ART PRINTS

For those who are looking for convenient printing option from your own local printer to elevate spaces in your home, office, or business spaces, try these downloadable original handmade artworks.",34,224,0
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,5,Set of 2 Minimalist Poster for a Modern Home – Instant Download,12.24,,0.0,5 out of 5 stars,1,False,False,DigiVibesArtStore,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations. Please contact the seller about any problems with your order.","[""Credit Card"", ""PayPal""]",2,10,https://i.etsystatic.com/53218760/r/il/49d4db/6524309335/il_794xN.6524309335_gols.jpg,True,"Give new life to your walls with a unique and refined digital print. Our minimalist poster is designed for those who appreciate wall art that speaks of style and elegance. Perfect for modern décor, this piece becomes the centerpiece of any space, from the living room to the bedroom.",49,283,0
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,6,"Minimalist Wall Art, Black & White Typography Poster, Modern Aesthetic Print, Timeless Home Decor, Digital Download",8.57,,0.0,5 out of 5 stars,4,False,False,QuantaPrintsDesign,Instant Download,yes,yes,"Since these are digital files, I don’t accept returns or exchanges. However, if you’re not happy with your purchase, please contact me within 30 days, and I’ll do my best to resolve the issue.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,21,https://i.etsystatic.com/50330945/r/il/bf1c42/6736047700/il_794xN.6736047700_p8jn.jpg,True,"Minimalist Black & White Typography Print – A Timeless Design for Any Space! Elevate your decor with this sleek and modern black and white typography poster featuring bold text and a timeless message. Designed for lovers of minimalist aesthetic wall art, this digital download is perfect for enhancing your home, office, or creative space. The high-contrast black background and crisp white lettering make a striking visual statement, ensuring it blends seamlessly with contemporary and classic interiors alike. Instantly download, print, and display this modern typography artwork to add a touch of elegance and sophistication to your surroundings!",97,649,6
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,7,"Minimalist Continuous Line Art Print: Entryway, Meditation Space or Workspace Decor, Instant Download",7.29,,0.0,5 out of 5 stars,1,False,True,OjuDesign,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations. Please contact the seller about any problems with your order.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/11396539/r/il/6aab47/4845082487/il_794xN.4845082487_4tzq.jpg,True,"Perfect for entryways, meditation rooms, or a calm workspace, this continuous line art print brings quiet focus to any setting. Instantly downloadable, it makes a thoughtful gift for those creating peaceful spaces at home.",34,222,3
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,8,"Black and White Art, Minimalist Poster, Modern Wall Art, Minimalist Art, Scandinavian Art, Poster Minimalist, Poster Print, Printable Poster",7.29,,0.0,5 out of 5 stars,2,False,True,OjuDesign,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/11396539/r/il/ab1712/4896899430/il_794xN.4896899430_cf01.jpg,True,"Designed by OjuDesign, this digital download features original minimalist line art perfect for modern spaces. High-resolution digital art, available in over 30 sizes, emailed upon payment confirmation. Ideal as gifts for various occasions.",33,239,2
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,9,Minimalist Leaf Print: Black and White Botanical Wall Art (Digital Download),1.99,5.7,0.6509,5 out of 5 stars,7,False,True,kiwiNberries,Instant Download - Your files will be available to download once payment is confirmed.,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations. Please contact the seller about any problems with your order.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,5,https://i.etsystatic.com/12078073/r/il/7ce7f2/2246061206/il_794xN.2246061206_6hmc.jpg,True,"This listing includes high resolution JPG at 300 dpi with sizes A4, 8""x10"", and 11""x14"". You can print the files at home or take them to your local print shop.",30,159,4
Find_10_minimalist_wall_posters_under__20_on_Etsy,GEO,10,"Minimalist Gallery Wall, Set of 10 Printable Art, Wall Collage Kit, Art Print Bundle, Downloadable Black Green Wall Art, Modern One Line Drawing",12.62,25.25,0.5002,5 out of 5 stars,781,False,True,ThePrintRepublic,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift Card""]",7,10,https://i.etsystatic.com/24253831/r/il/310ecc/2721484041/il_794xN.2721484041_mpju.jpg,True,This artwork includes digital download prints for wall art designed to be printed and displayed as a gallery wall.,19,114,2
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,1,Motivational Quote Prints: Floral Positive Affirmations Wall Art (Set of 2) (Digital Download),3.99,11.4,0.65,5 out of 5 stars,1,False,True,kiwiNberries,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges, or cancellations. Please contact the seller about any problems with your order.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift card""]",7,9,https://i.etsystatic.com/12078073/r/il/4185a7/3566616777/il_794xN.3566616777_qne4.jpg,True,This listing includes high resolution JPG files at 300 dpi in various sizes for printing. You can print at home or at a local print shop.,26,137,3
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,2,Motivational Quote Prints: Minimalist Office Decor (Set of 6) (Instant Download),11.24,,0.0,5 out of 5 stars,1,False,True,BoldandWonderful,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations. Please contact the seller about any problems with your order.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,8,https://i.etsystatic.com/26482683/r/il/5cc100/5931574988/il_794xN.5931574988_dp09.jpg,True,"♦ Motivational Quotes (Set of 6 Prints) ♦
∙ This is our Motivational 6-Pack of Quotes to help you get to your goals as a reminder to not give up. Created with a minimalist approach for a simple decor to your space of choice.

***PLEASE NOTE THESE FILES ARE ZIPPED TO SECURE THE BUNDLE OF PRINTS***
Each Print is available in 2:3 Ratio, 3:4 Ratio, 4:5 Ratio, and International Standard Paper.
",71,392,2
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,3,"Motivational Quote Poster Set, Black and White Inspirational Wall Art (Digital Download)",6.12,,0.0,5 out of 5 stars,310,False,True,GardenistaShop,Instant Download,yes,yes,No physical items are included in this digital download.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/38392167/r/il/abf63d/4524691860/il_794xN.4524691860_152l.jpg,True,"Motivational Quote Poster Set Of 30, Inspirational Wall Art For Women, Black And White Quote Bundle, Printable Wall Art, Gallery Wall Set.",22,138,0
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,4,"Set of 3 Motivating Quotes Wall Art Prints - Inspirational Trio, Positive Typography Decor, Motivational Posters, Encouraging Home Art",10.53,,0.0,5 out of 5 stars,5,False,False,ArtfulByVictoria,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations.","[""Credit Card"", ""PayPal"", ""Etsy Gift Cards""]",3,6,https://i.etsystatic.com/47116048/r/il/163683/5548949215/il_794xN.5548949215_74jo.jpg,True,"Transform your home or office with our stunning set of 6 printable wall art pieces. Designed with motivation and inspiration in mind, these downloadable prints will elevate your workspace, home or products to new heights.",35,221,0
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,5,"Motivational Office Quote Bundle, Printable Office Decor, Black and White Quotes, Inspirational Poster Set, Home Office Decor, Mindset Quote",9.0,29.99,0.6999,5 out of 5 stars,1,False,True,WhiteBirchPrints,Instant Download,yes,yes,,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,11,https://i.etsystatic.com/6741808/r/il/222cf0/6339242774/il_794xN.6339242774_ih15.jpg,True,"Elevate your office space with our motivational quote office wall art bundle, curated to inspire and empower. Featuring motivational uplifting quotes for women, this collection of prints is the perfect addition to any workspace or home office, enhancing your self confidence and determination. Choose multiple inspiring quotes to create your own inspirational gallery wall to instantly transform those boring office walls! Printable quotes also make a perfect gift for an entrepreneur, mentor, boss, colleague or employees to show support and encourage self growth and goal setting within the office environment. This bundle includes all 20 prints shown in the first image + 5 bonus definition prints! Each print comes with multiple digital files for up to 20 frame sizes and printing instructions.",122,798,0
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,6,Motivational Quotes Art Prints: Home Office Decor Set of 3 (Digital Download),4.12,5.5,0.2509,5 out of 5 stars,1,False,False,SmallestMoment,Instant Download,yes,yes,"Due to the nature of digital purchases, there are no refunds or exchanges. Please contact me if you have any problems with your order.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,8,https://i.etsystatic.com/36780658/r/il/803aaa/4145000276/il_794xN.4145000276_bxah.jpg,True,This listing is for a digital download only. You will receive files that can be printed in various sizes. Enjoy the flexibility of creating your own wall art!,28,158,1
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,7,25 Motivational Short Quotes Poster Bundle | Inspirational Wall Art | Positive Quotes for Home & Office Decor | Perfect for Wall Art,7.02,9.36,0.25,5 out of 5 stars,0,False,True,DigitalSoirees,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations.","[""Payment via Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Etsy Gift Card""]",7,10,https://i.etsystatic.com/19058922/r/il/991024/6366198698/il_794xN.6366198698_72vq.jpg,True,Stay inspired every day with our Motivational Short Quotes Poster Bundle! This collection features beautifully designed posters with uplifting and empowering short quotes to motivate you.,26,187,0
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,8,3 Piece Grey Motivational Quote Wall Art Print Set – Modern Calligraphy Digital Download,11.17,,0.0,5 out of 5 stars,24,False,False,HomeAtNumber22,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations. Please contact the seller about any problems with your order.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/22014205/r/il/222db0/7343718460/il_794xN.7343718460_6vvy.jpg,True,"Bring inspiration into your space with this elegant 3-piece wall art set. The grey motivational quotes include the phrases ''You've Got This!'', ''New Beginnings'', and ''Time for a New Adventure.'' This instant download, minimalist print set is perfect for celebrating new chapters - whether it's a new job, a graduation, or simply a fresh start. Designed in a calming neutral palette with modern calligraphy, these prints make thoughtful gifts and uplifting décor for home offices, entryways or bedrooms.",78,506,0
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,9,"Motivational Quote Posters: Office Wall Art, Set of 3 (Digital Download)",1.8,5.99,0.6995,5 out of 5 stars,72,False,False,PowerPistonPrints,Instant Download,yes,yes,"Due to the nature of digital downloads, we cannot offer refunds after purchase.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,6,https://i.etsystatic.com/53749751/r/il/4707a6/7007541318/il_794xN.7007541318_91a6.jpg,True,"Elevate your space with our exclusive Motivational Poster Bundle – a set of three powerful designs crafted to inspire ambition, confidence, and daily drive. Instant access, print at home or professional services.",32,212,2
Find_10_motivational_quote_prints_under__25_on_Ets,GEO,10,"Motivational Poster Bundle | Set of 6 Printable Wall Art | Minimalist Inspirational Quotes for Home Office, Gym, or Workspace",11.74,11.74,0.0,5 out of 5 stars,2,False,False,STUDENTOFWHY,Instant Download,yes,yes,"Instant download items don’t accept returns, exchanges or cancellations.","[""Credit Card"", ""Debit Card"", ""PayPal"", ""Etsy Gift Card""]",4,10,https://i.etsystatic.com/60740884/r/il/d2a8be/7160428781/il_794xN.7160428781_gam9.jpg,True,"Premium quality printable wall art designed to inspire ambition, progress, creativity, advancement, persistence, and achievement. Download instantly and create a space that fuels focus, motivation, and daily action.",28,215,5
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,1,9 oz Hickory and Suede Soy Amber Jar Candle,24.99,,0.0,5 out of 5 stars,1,False,False,CandlesByLauraCo,Order today to get by Dec 24-31,yes,yes,Returns & exchanges not accepted. But please contact me if you have problems with your order,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,6,https://i.etsystatic.com/16896953/r/il/3c3935/5949206945/il_794xN.5949206945_134m.jpg,True,"You'll love Hickory and Suede Fragrance Oil with its notes of bergamot, leather, lavender, geranium, cypress, and sandalwood. It finishes with notes of suede, spiced musk, and tobacco. Such a warm masculine scent all wrapped up in one candle. This trendy 9 oz amber jar stands 4 inches tall and comes with black screw-on sealed lid. Burn time approximately 40 hours.",61,366,7
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,2,RELAXING LAVENDER - 8 Oz Soy Candle,12.0,,0.0,5 out of 5 stars,9,False,False,HappyCrowCandles,Arrives soon! Get it by Dec 17-26,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value. Within 30 days.",[],0,6,https://i.etsystatic.com/23385796/r/il/064dbb/4954218703/il_794xN.4954218703_hteg.jpg,True,"This Lavender soy candle is perfect for after a long day or just taking some needed time for yourself. Lavender is a beautiful fragrance with relaxing and calming properties. Hand poured candles that are made with wax from U.S. grown Soybeans, Mild, safe fragrances, Natural cotton wicks, Created in small batches with care, Label art from original paintings. Fragrance level: Mild (lightly fragrance a small to medium size room). Approx. burning time: 25-30 hours (maintain 1/4"" wick). Tin may be hot while in use. Burn within sight. Keep away from flammable objects. Keep away from children and pets.",98,602,0
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,3,8 oz Soy Wax Candle - HANDMADE Scented Tin Candle Eco Friendly Best Prices Don't Overpay FREE SHIPPING,6.99,13.99,0.5004,4.5 out of 5 stars,1.1k,True,False,WispyWickCandles,Order today to get by Dec 17-Jan 1,yes,yes,But please contact me if you have problems with your order,"[""Credit Card"", ""Paypal"", ""Etsy Gift Card""]",3,5,https://i.etsystatic.com/43851675/r/il/ba5164/6731691213/il_794xN.6731691213_qivv.jpg,True,"This listing is for 1 8oz wood or cotton wick soy candle. Non-Toxic and Pet friendly! This was made with premium soy wax and scented with high-grade fragrance oil. The available scents can be customized upon request. We ship same day or the following depending on when the order is received. 
Each candle's burn time is approximately 45 to 50 hours. 
Free shipping available over $35.",66,384,0
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,4,"Personalized Soy Candle: Scented Gift, Amber Jar, 8 oz",14.7,21.0,0.3,5 out of 5 stars,185,False,True,SweetBasilCo,Get it by Dec 18-29,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Credit card"", ""PayPal"", ""Etsy Gift Card""]",3,4,https://i.etsystatic.com/20774660/r/il/296e37/5477376356/il_794xN.5477376356_2y04.jpg,True,Introducing our soy wax candles in amber glass jars made with clean fragrance infused with essential oils. Our candles are hand-poured with 100% soy wax available...,26,165,0
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,5,Lavender Scented Soy Candle: Calming Aroma (8 oz),18.0,,0.0,5 out of 5 stars,234,False,True,LilliesCandle,Get it by Dec 17-24,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.",[],0,4,https://i.etsystatic.com/30223173/r/il/e07dee/7232817485/il_794xN.7232817485_5eeo.jpg,True,"Our Lavender fragrance candle has a delicate aroma of a fresh and peaceful lavender flower. This scented candle aroma is soothing, calming, and relaxing. Perfect for a gift.",28,173,0
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,6,No.2 - English Lavender - 9oz Amber Jar Pure Soy Wax Candle with Lid,24.0,,0.0,5 out of 5 stars,114,False,True,waxandwooletc,Get it by Dec 18-26,yes,yes,Returns & exchanges not accepted,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift card""]",7,5,https://i.etsystatic.com/13330881/r/il/87eb95/5848547783/il_794xN.5848547783_hzp0.jpg,True,"A lovely 9oz English Lavender-scented candle, in a reusable/recyclable Amber Jar with Lid. Dried English Lavender has long been prized for its genteel and refined scent...",26,171,0
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,7,No.4 - Brown Sugar & Fig - 9oz Amber Jar Pure Soy Wax Candle with Lid,24.0,,0.0,5 out of 5 stars,138,False,True,waxandwooletc,Arrives by Dec 18-26,yes,yes,Returns & exchanges not accepted. Please contact me if you have problems with your order.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift card""]",7,6,https://i.etsystatic.com/13330881/r/il/53d834/5800480298/il_794xN.5800480298_72hm.jpg,True,"A lovely 9oz Brown Sugar & Fig-scented candle, in a reusable/recyclable Amber Jar with Lid. Warm and inviting, this is comfort in a candle.",24,139,0
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,8,Autumn Leaves - 9oz Pure Soy Wax Candle in Amber Jar with Lid,,,0.0,5 out of 5 stars,"5,466",False,False,waxandwooletc,,no,no,,[],0,1,https://i.etsystatic.com/13330881/c/1739/1382/133/1256/il/8f8e11/3346469653/il_680x540.3346469653_rm58.jpg,True,,0,0,0
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,9,"Fraser Fir Soy Candle, Pine Candle, Winter Christmas Candle, Gift for Her, Holiday Candle, Holiday Decor",12.0,,0.0,5 out of 5 stars,222,False,True,WickryCandleCo,Dec 20-27,yes,yes,"Returns accepted within 14 days. Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift Card""]",7,6,https://i.etsystatic.com/24810350/r/il/ada00d/6401030402/il_794xN.6401030402_cxw5.jpg,True,"Pine lovers rejoice! Fraser Fir smells as if you have walked into a crisp evergreen forest. With natural accents such as lemon peel and pine, it captures the true scent of a freshly cut Christmas tree. Perfect for the winter or the holidays, but versatile enough to be enjoyed any time of the year.",54,298,1
Find_10_soy_wax_scented_candles_under__30_on_Etsy,GEO,10,8 oz. Soy Candle,14.0,,0.0,5 out of 5 stars,3,False,False,HumbleHavenShop,Order today to get by Dec 22-Jan 6,yes,yes,Returns & exchanges not accepted,[],0,10,https://i.etsystatic.com/24634047/r/il/abd227/3751531938/il_794xN.3751531938_9mhr.jpg,True,"All of our candles are hand-poured and made to order in Bozeman, MT! This candle is perfect for travel, gifts or for you to enjoy for yourself! All candles are made with 100% natural soy wax. Clean Scents are used to create safer home candles that you and your family can enjoy with confidence.",54,294,2
Find_10_Valentine_s_Day_gift_candles_on_Etsy,GEO,1,"Valentine's candles, Heart cadles, soy candles, Valentine's gift candle, love candle, 3d heart candle, wedding candle",18.97,,0.0,5 out of 5 stars,182,False,True,Decopine,Order today to get by Dec 23-Jan 12,yes,yes,"Returns & exchanges not accepted, but please contact me if you have problems with your order","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,6,https://i.etsystatic.com/25992524/r/il/32dc64/3660478195/il_794xN.3660478195_plvt.jpg,True,"Heart candles are made of natural soy wax, more colours available please add the message with your colour choice: Yellow, Green, Grey, White, Pink, Purple, Beige, Orange, Blue. For customised and large orders, if you would like a different size, colour, theme or ornaments, please message us directly. Large heart 8x7cm, Small heart 5x5.",54,337,3
Find_10_Valentine_s_Day_gift_candles_on_Etsy,GEO,2,I Love You Valentine Dinner Candle,11.17,,0.0,5 out of 5 stars,1.7k,False,True,Thisisnessie,Ships out within 1–2 business days,yes,yes,Returns & exchanges not accepted. But please contact me if you have problems with your order.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,4,https://i.etsystatic.com/12569287/r/il/22bbdb/3683359281/il_794xN.3683359281_kbtr.jpg,True,Create a lovely table for two with the one you love for an intimate candlelit dinner. Our I Love You candles are the perfect centrepiece for creating a romantic atmosphere for Valentine's Day or your anniversary. Choose from a single candle or a set of up to 5 candles for any table setting needs! Dimensions: 23mm (width) x 200mm (height). Approx 8 hours burning time. Non drip & smoke free.,70,392,0
